name,date,annee,mois,developer,genres,price,owners,owners_min,nb_avis,ratio_pos,petit_studio,fetes,succes_com,succes_critique,periode_etude,appid,free
Robots Attack On Vapeland,2018-04-04,2018,4,"Nikita ""Ghost_RUS""",Action;Adventure;Casual;Indie,2.38,0-20000,0,8,0.5,True,False,False,False,False,829750,False
Synthrally,2018-07-30,2018,7,Roseball Games,Action;Casual;Indie;Sports,4.55,0-20000,0,4,0.75,True,False,False,False,False,829760,False
Baby's on fire: 99 virgins,2018-04-04,2018,4,CSM,Casual;Indie,0.9,0-20000,0,12,0.833,True,False,False,False,False,829780,False
Russian World,2018-04-04,2018,4,"Nikita ""Ghost_RUS""",Adventure;Casual;Indie,0.9,0-20000,0,32,0.938,True,False,False,False,False,829940,False
Platform Challenge,2018-04-20,2018,4,BS STUDIOS,Casual;Indie,0.9,0-20000,0,12,0.917,True,False,False,False,False,830360,False
Zombie Apocalypse Survivor,2018-04-30,2018,4,Dcode,Action;Adventure;Casual;Indie;Strategy;Early Access,5.69,0-20000,0,3,0.333,True,False,False,False,False,830380,False
Vadine: Bite-Man,2018-10-30,2018,10,Douglas Oonk,Action;Adventure;Indie,1.93,0-20000,0,2,1.0,True,False,False,False,False,830390,False
Nogalious,2018-08-08,2018,8,LUEGOLU3GO STUDIOS,Adventure;Indie,8.2,0-20000,0,14,0.571,True,False,False,False,False,830410,False
Drowning,2018-11-07,2018,11,Polygonal Wolf,Adventure;Indie,2.38,0-20000,0,13,0.538,True,True,False,False,False,830430,False
MazeBot,2018-05-03,2018,5,Dynamite Whale,Action;Casual;Indie,0.0,0-20000,0,13,0.923,True,False,False,False,False,830470,True
The Blobs Fight,2018-06-21,2018,6,SkyPyre Studios,Action;Casual;Indie,12.98,0-20000,0,2,1.0,True,False,False,False,False,830500,False
Bounty Hunter: Ocean Diver,2018-04-09,2018,4,Salsawi,Action;Casual;Indie,1.93,0-20000,0,9,0.222,True,False,False,False,False,830510,False
Finger Jets,2018-04-24,2018,4,Josh Jaques,Action;Casual;Indie,1.93,0-20000,0,5,1.0,True,False,False,False,False,830520,False
Holy Potatoes! A Spy Story?!,2018-11-07,2018,11,Daylight Studios,Casual;Indie;Simulation;Strategy,14.81,0-20000,0,46,0.739,True,True,False,False,False,830590,False
Storm of Jigsaw Puzzles,2018-10-17,2018,10,AppleCoffee,Casual;Indie;Simulation;Strategy,8.2,0-20000,0,6,0.833,True,False,False,False,False,830620,False
Existential Kitty Cat RPG,2018-04-05,2018,4,Brewsterland Studios,Action;Adventure;Casual;Indie;RPG,2.38,0-20000,0,10,0.7,True,False,False,False,False,830630,False
The Eerie Inn,2018-04-19,2018,4,VDimension,Adventure;Indie,4.55,0-20000,0,23,0.696,True,False,False,False,False,830710,False
Poker Simulator,2018-04-06,2018,4,netmin games,Indie;Simulation;Sports;Strategy,4.55,0-20000,0,8,0.625,True,False,False,False,False,830750,False
Jets'n'Guns 2,2018-12-11,2018,12,Rake in Grass,Action;Indie;Early Access,10.59,0-20000,0,263,0.966,True,True,False,True,False,830820,False
Infinite Vector,2018-04-16,2018,4,The Burning Red Design,Violent;Gore;Action;Adventure;Casual;Indie;Strategy,8.2,0-20000,0,1,0.0,True,False,False,False,False,830890,False
Doodle Date,2018-04-19,2018,4,Nicholas Lives,Casual;Indie;Simulation,1.93,0-20000,0,150,0.693,True,False,False,False,False,830980,False
Black Jack Story,2018-04-25,2018,4,Angry games,Adventure;Casual;Indie,0.9,0-20000,0,18,0.722,True,False,False,False,False,831060,False
The Cabinets of Doctor Arcana,2018-10-05,2018,10,Monolith Graphics;The Hideout,Adventure;Casual;Indie,8.2,0-20000,0,18,0.722,True,False,False,False,False,831070,False
OS:Path,2018-04-19,2018,4,GooDCrafter,Adventure;Indie;Simulation,3.29,0-20000,0,27,0.963,True,False,False,False,False,831090,False
Brother Perro,2018-04-26,2018,4,LUZSTARDOM,Casual;Free to Play;Indie,0.0,0-20000,0,35,0.657,True,False,False,False,False,831100,True
Space Pilgrim Academy: Year 2,2018-04-20,2018,4,Pilgrim Adventures,Adventure;Indie,1.93,0-20000,0,19,0.895,True,False,False,False,False,831120,False
Conveyor VR,2018-12-11,2018,12,Updraft Studios,Casual;Indie;Early Access,8.2,0-20000,0,5,1.0,True,True,False,False,False,831150,False
Pixel Beef Battle,2018-04-21,2018,4,Slime King Games,Action;Indie,4.55,0-20000,0,4,1.0,True,False,False,False,False,831180,False
Doors Quest Demo,2018-04-20,2018,4,Nick Page!,Violent;Gore;Indie,0.0,0-20000,0,40,0.875,True,False,False,False,False,831230,True
Maxi Pool Masters VR,2018-04-11,2018,4,Gamesandapps,Casual;Indie;Sports;Strategy;Early Access,2.38,0-20000,0,9,0.778,True,False,False,False,False,831250,False
KeyBoard Guitar Master,2018-04-11,2018,4,Headbang Studio,Casual;Indie,1.93,0-20000,0,6,0.833,True,False,False,False,False,831260,False
Hovercraft Drive,2018-04-06,2018,4,Robert Cardona,Adventure;Casual;Indie;Simulation;Sports,4.55,0-20000,0,1,0.0,True,False,False,False,False,831350,False
VOICEACTRESSⅡ,2018-09-24,2018,9,Dieselmine,Casual;Indie,1.93,0-20000,0,3,0.333,True,False,False,False,False,831460,False
Draw Near,2018-04-15,2018,4,Omniscience,Action;Adventure;Free to Play;Indie;Simulation,0.0,0-20000,0,13,0.692,True,False,False,False,False,831490,True
Another Brick in Space,2018-04-11,2018,4,Dreambakers,Casual;Indie,3.29,0-20000,0,6,0.833,True,False,False,False,False,831510,False
Jurassic City Walk,2018-04-25,2018,4,Real Fighting,Action;Indie;Simulation,3.29,0-20000,0,13,0.154,True,False,False,False,False,831520,False
SRC: Sprint Robot Championship,2019-02-01,2019,2,RageQuit Studios,Indie;Racing;Sports;Early Access,12.98,0-20000,0,8,1.0,True,False,False,False,False,831530,False
Norilsk,2018-04-27,2018,4,Kory Toombs,Sexual Content;Nudity;Indie,2.38,0-20000,0,4,0.5,True,False,False,False,False,831540,False
Isoland,2018-05-01,2018,5,Cotton Game,Adventure;Indie,0.9,0-20000,0,81,0.938,True,False,False,True,False,831570,False
Chronus Arc,2018-11-14,2018,11,"Hit-Point Co.,Ltd.",Adventure;Casual;Indie;RPG,13.33,0-20000,0,1,1.0,True,True,False,False,False,831650,False
SPACE HUNT,2018-06-22,2018,6,EvilGames,Action;Indie,0.9,0-20000,0,11,0.727,True,False,False,False,False,831670,False
Hero Go,2018-05-16,2018,5,Black House,Casual;Indie,1.93,0-20000,0,7,0.857,True,False,False,False,False,831680,False
Piano Play 3D,2018-04-26,2018,4,Music Breath,Casual;Indie,3.29,0-20000,0,7,0.143,True,False,False,False,False,831690,False
EMMA The Story,2018-05-24,2018,5,Hiver Prod,Casual;Indie,0.9,0-20000,0,35,0.943,True,False,False,False,False,831720,False
Circles of hell,2018-04-14,2018,4,Urban ghosts,Action;Adventure;Casual;Indie,8.2,0-20000,0,9,0.333,True,False,False,False,False,831740,False
Zombie Derby,2018-04-20,2018,4,Brinemedia,Violent;Gore;Action;Indie;Racing,1.93,0-20000,0,35,0.857,True,False,False,False,False,831770,False
Geeste,2018-04-18,2018,4,Skobbejak Games,Action;Casual;Indie,2.38,0-20000,0,3,0.333,True,False,False,False,False,831790,False
Bane of Asphodel,2018-04-21,2018,4,The Bane Of Asphodel Team,Action;Adventure;Free to Play;Indie,0.0,20000-50000,20000,80,0.675,True,False,False,False,False,831810,True
Infinite Survival,2018-04-23,2018,4,Infinine Games,Adventure;Indie;RPG;Strategy,3.29,0-20000,0,6,0.5,True,False,False,False,False,831950,False
Out of the Park Baseball 20,2019-03-22,2019,3,Out of the Park Developments,Indie;Simulation;Sports;Strategy,35.33,0-20000,0,155,0.929,True,False,False,True,False,831980,False
Questery,2018-04-30,2018,4,Stequer,Adventure;Indie,0.9,0-20000,0,9,0.778,True,False,False,False,False,832020,False
Reignman（掌控者）,2018-05-10,2018,5,Winturn Games,Adventure;Indie;Strategy,3.29,0-20000,0,28,0.786,True,False,False,False,False,832380,False
ICED VR,2018-05-29,2018,5,Anea_Duo_Dev,Adventure;Indie;Simulation,8.2,0-20000,0,9,0.556,True,False,False,False,False,832420,False
Season Up,2018-04-06,2018,4,LillyWelland inc.,Indie,1.93,0-20000,0,29,0.724,True,False,False,False,False,832470,False
Alchemy of Castle,2018-04-26,2018,4,tengenstudio,Adventure;Casual;Indie;RPG,0.9,0-20000,0,9,0.111,True,False,False,False,False,832490,False
AeroChopper,2018-04-29,2018,4,Camerron ScottSaxon Niewoehner;Steele Dalton;Ryan Kibbe;Brandon Cobb;Jesse Sabol;Tommi Turunen,Action;Casual;Indie;Racing,0.0,0-20000,0,3,1.0,True,False,False,False,False,832510,True
灵文西游,2018-07-30,2018,7,Winturn Games,Adventure;Indie;Strategy;Early Access,2.38,0-20000,0,20,0.75,True,False,False,False,False,832520,False
VR GAME-Brick of War 魔块战争,2018-05-02,2018,5,ZBO,Action;Adventure;Casual;Indie;Strategy,2.39,0-20000,0,2,1.0,True,False,False,False,False,832530,False
Tetripank,2018-04-09,2018,4,Narko Games,Action;Adventure;Casual;Indie;Racing;Simulation;Sports,0.9,0-20000,0,13,0.077,True,False,False,False,False,832550,False
Corrupted,2018-09-27,2018,9,Juvty Worlds Ltd.,Action;Adventure;Indie;RPG,8.2,0-20000,0,38,0.632,True,False,False,False,False,832610,False
Royal Adventure,2018-04-19,2018,4,Qumaron,Adventure;Indie;RPG;Strategy,5.92,0-20000,0,17,0.706,True,False,False,False,False,832650,False
Darts and Friends,2018-04-09,2018,4,Casual.US,Casual;Indie;Simulation;Sports;Early Access,4.55,0-20000,0,20,0.5,True,False,False,False,False,832680,False
Zombie Forest 2,2018-05-28,2018,5,Alexander Tavintsev,Action;Indie;RPG;Simulation;Strategy,5.46,0-20000,0,19,0.789,True,False,False,False,False,833010,False
Hypertrain,2019-02-28,2019,2,nkm,Action;Indie;Racing;Simulation;Strategy,8.2,0-20000,0,30,0.767,True,False,False,False,False,833030,False
Hiveswap Friendsim,2018-04-13,2018,4,"What Pumpkin Games, Inc.",Violent;Adventure;Casual;Indie;RPG;Simulation,0.9,20000-50000,20000,703,0.937,True,False,False,True,False,833040,False
The Steadfast VR Challenge,2018-09-25,2018,9,"Lanclan, LLC",Action;Indie;Strategy,12.98,0-20000,0,4,0.5,True,False,False,False,False,833110,False
Supaplex,2018-05-09,2018,5,InArcade,Action;Casual;Indie,8.2,0-20000,0,30,0.9,True,False,False,False,False,833140,False
Hungry Fish Evolution,2018-04-11,2018,4,Umnyasha Games,Action;Adventure;Casual;Indie;RPG;Simulation,0.9,0-20000,0,14,0.5,True,False,False,False,False,833150,False
Spaceship Commander,2018-05-23,2018,5,Sokolov Yaroslav Vladimirovich,Action;Indie;Massively Multiplayer;Strategy,8.2,0-20000,0,5,0.4,True,False,False,False,False,833180,False
catAnod,2018-04-23,2018,4,Ocze,Indie,2.38,0-20000,0,10,0.7,True,False,False,False,False,833260,False
Citrouille,2018-11-04,2018,11,Lumen Section,Indie,9.11,0-20000,0,24,0.958,True,True,False,False,False,833270,False
Outrunner 2,2018-04-16,2018,4,Outcorp,Action;Adventure;Casual;Indie,0.9,0-20000,0,96,0.875,True,False,False,True,False,833290,False
Fantasyland,2018-04-21,2018,4,Apillo,Action;Adventure;Indie;RPG;Strategy,7.06,0-20000,0,26,0.115,True,False,False,False,False,833300,False
Star Valor,2018-07-13,2018,7,Rafael Burgos,Action;Indie;RPG;Early Access,9.45,0-20000,0,142,0.93,True,False,False,True,False,833360,False
HexLab,2019-01-25,2019,1,Satur Entertainment,Casual;Indie;Strategy,4.55,0-20000,0,13,0.692,True,False,False,False,False,833370,False
En Tactico,2018-04-10,2018,4,LillyWelland inc.,Casual;Indie;Strategy,1.93,0-20000,0,11,0.455,True,False,False,False,False,833390,False
Vera Swings,2018-10-11,2018,10,Brett Yeager,Action;Adventure;Indie,5.46,0-20000,0,3,1.0,True,False,False,False,False,833440,False
Rabbit: Jigsaw Puzzles,2018-04-13,2018,4,Boogygames Studios,Adventure;Casual;Indie;Sports;Strategy,0.9,0-20000,0,11,0.818,True,False,False,False,False,833470,False
The Platformer Gun,2018-04-19,2018,4,Daniel Dante,Action;Adventure;Indie,4.55,0-20000,0,5,0.8,True,False,False,False,False,833540,False
Sci-fi Chess,2018-04-11,2018,4,Green-eyed Taxi,Casual;Indie;Simulation;Sports;Strategy,0.9,0-20000,0,10,0.2,True,False,False,False,False,833640,False
Dust n Wheels,2018-06-22,2018,6,Kiwa Games,Casual;Indie;Racing;Sports,10.59,0-20000,0,3,0.0,True,False,False,False,False,833650,False
Grave Prosperity - part 1,2018-04-30,2018,4,Dark Room Games,Action;Adventure;Indie;RPG,4.55,0-20000,0,12,0.667,True,False,False,False,False,833660,False
Naughty study for exams with a ghost,2018-11-15,2018,11,kyapion,Adventure;Indie,1.93,0-20000,0,5,0.6,True,True,False,False,False,833670,False
Cubesc,2018-04-24,2018,4,Cagri Gecin,Casual;Indie,1.93,0-20000,0,6,1.0,True,False,False,False,False,833690,False
City Bus Simulator 2018,2018-04-18,2018,4,Özgün Bursalıoğlu,Indie;Simulation,3.29,0-20000,0,25,0.04,True,False,False,False,False,833700,False
Couch Party Game Night,2018-09-27,2018,9,Dan H,Action;Casual;Indie;Simulation;Sports;Early Access,1.93,0-20000,0,3,0.333,True,False,False,False,False,833770,False
NeoSticks,2018-04-20,2018,4,BJGameInd,Indie,1.93,0-20000,0,14,0.214,True,False,False,False,False,833890,False
Overchunked,2018-04-12,2018,4,ATOMIC BREATH,Action;Casual;Indie,0.9,0-20000,0,72,0.833,True,False,False,True,False,833910,False
Meme Machine,2018-06-22,2018,6,Screenwave Media,Casual;Indie;Strategy,4.55,0-20000,0,7,0.286,True,False,False,False,False,833920,False
Vertigo FPS,2018-06-27,2018,6,Lothor;Informo,Violent;Action;Casual;Indie;Early Access,7.06,0-20000,0,5,0.8,True,False,False,False,False,833940,False
Dave,2018-11-30,2018,11,Rosyaev,Adventure;Casual;Indie,6.6,0-20000,0,15,1.0,True,True,False,False,False,833980,False
Stonewall Penitentiary,2018-05-13,2018,5,Storycentric Worlds,Sexual Content;Nudity;Violent;Gore;Adventure;Indie,12.53,0-20000,0,21,0.952,True,False,False,False,False,833990,False
SixGenerals | 六小将传说,2018-05-17,2018,5,Beijing LightingFire,Casual;Indie;RPG;Strategy,8.2,0-20000,0,10,0.6,True,False,False,False,False,834050,False
Goblin Walker,2019-01-09,2019,1,るしまる堂,Action;Indie;RPG,2.38,0-20000,0,166,0.446,True,False,False,False,False,834060,False
AI Escort,2018-04-12,2018,4,MagicHouse,Indie;RPG,1.93,0-20000,0,93,0.742,True,False,False,False,False,834070,False
Dungeon Adventure,2018-06-20,2018,6,Peasant Studio,Casual;Indie,4.55,0-20000,0,1,0.0,True,False,False,False,False,834100,False
Blacksmith: Dark Times,2018-07-19,2018,7,Aragronks Games,Indie;Simulation;Early Access,5.46,0-20000,0,16,0.75,True,False,False,False,False,834140,False
Glare1more,2018-09-14,2018,9,Kurenaibook,Adventure;Indie,7.16,0-20000,0,89,0.944,True,False,False,True,False,834150,False
#CuteSnake 2,2018-04-20,2018,4,Sunrise9,Casual;Indie;Simulation,0.9,0-20000,0,19,0.737,True,False,False,False,False,834180,False
Clicker Planet,2018-04-10,2018,4,Undead Turtle,Action;Casual;Indie,1.93,0-20000,0,3,0.0,True,False,False,False,False,834210,False
The Hardest Dungeon,2018-11-29,2018,11,Pippala Games,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,6.84,0-20000,0,21,0.81,True,True,False,False,False,834340,False
Cube Zone,2018-05-15,2018,5,Blazewing,Action;Casual;Indie,4.55,0-20000,0,17,0.941,True,False,False,False,False,834380,False
RollingBall: Unlimited World,2018-04-10,2018,4,PotatoIndustries,Indie,0.9,0-20000,0,22,0.409,True,False,False,False,False,834420,False
NAMELESS,2018-10-25,2018,10,Tiny Warrior Games,Action;Adventure;Indie,8.2,0-20000,0,1,1.0,True,False,False,False,False,834440,False
Roarr! The Adventures of Rampage Rex,2018-11-07,2018,11,Born Lucky Games,Action;Adventure;Casual;Indie,4.55,0-20000,0,8,0.5,True,True,False,False,False,834450,False
Zima uhodi!,2018-04-18,2018,4,azimut team,Casual;Indie,0.9,20000-50000,20000,37,0.216,True,False,False,False,False,834470,False
Circle Empires,2018-08-08,2018,8,Luminous,Casual;Indie;Strategy,6.6,100000-200000,100000,893,0.852,True,False,True,True,False,834740,False
Robot Wants It All,2019-04-04,2019,4,"Hamumu Games, Inc.",Action;Indie,17.66,0-20000,0,19,1.0,True,False,False,False,False,834760,False
Bishi and the Alien Slime Invasion!,2018-04-23,2018,4,Because Because Games,Action;Adventure;Casual;Indie,2.38,0-20000,0,3,1.0,True,False,False,False,False,834930,False
美少女夏日欢乐!,2018-05-24,2018,5,Sticky Rice Games,Sexual Content;Casual;Indie,1.7,0-20000,0,30,0.733,True,False,False,False,False,835040,False
America's Retribution,2018-04-21,2018,4,Ed Findlay,Violent;Gore;Action;Indie,3.29,0-20000,0,26,0.923,True,False,False,False,False,835110,False
Last Stanza,2018-11-09,2018,11,Innocenceイノセンス,Casual;Indie,6.83,0-20000,0,5,0.8,True,True,False,False,False,835130,False
La-Mulana 2,2018-07-30,2018,7,NIGORO,Action;Adventure;Indie,22.22,20000-50000,20000,503,0.869,True,False,False,True,False,835430,False
Naturallandscape - Grand Canyon (自然景观系列-美国大峡谷),2018-04-12,2018,4,Magicvalley Studio,Action;Adventure;Casual;Free to Play;Indie;Racing;RPG;Simulation;Sports,4.55,0-20000,0,2,0.0,True,False,False,False,False,835440,False
Neon Force Pushers,2018-04-25,2018,4,Gabriel Schwab,Action;Free to Play;Indie,0.0,0-20000,0,12,0.583,True,False,False,False,False,835450,True
Deadly Stigma,2018-08-25,2018,8,Black Dragon Studio,Action;Adventure;Casual;Indie,0.9,0-20000,0,8,0.875,True,False,False,False,False,835490,False
Horror Fish Simulator,2018-04-15,2018,4,Tero Lunkka;BlackThug;Valkeala Software,Casual;Indie;Simulation,0.9,0-20000,0,27,0.519,True,False,False,False,False,835510,False
Dodge Show,2018-04-20,2018,4,Qunee,Casual;Indie,0.9,0-20000,0,15,0.933,True,False,False,False,False,835520,False
魔物娘物语,2018-05-18,2018,5,langqi,Nudity;Casual;Indie,0.9,0-20000,0,34,0.588,True,False,False,False,False,835530,False
Ancient Rush 2,2018-05-04,2018,5,Heideland GameWorks,Action;Adventure;Casual;Indie,2.38,0-20000,0,13,0.615,True,False,False,False,False,835560,False
Techwars Deathmatch,2018-04-17,2018,4,Argus Games,Action;Indie;Massively Multiplayer;Strategy,4.55,0-20000,0,14,0.571,True,False,False,False,False,835600,False
Dust and Salt: The Battle for Murk,2018-07-11,2018,7,Prime Games,Adventure;Casual;Indie;RPG,3.41,0-20000,0,9,1.0,True,False,False,False,False,835640,False
Circle UP,2018-06-19,2018,6,CybeRoar,Action;Casual;Indie,3.29,0-20000,0,21,0.286,True,False,False,False,False,835660,False
Intelligence: Dinosaurs,2018-07-17,2018,7,Laush Dmitriy Sergeevich,Casual;Indie,1.93,0-20000,0,2,1.0,True,False,False,False,False,835680,False
HyperFighter Boost Mode ON,2018-05-04,2018,5,Boosted Games,Action;Casual;Indie,6.6,0-20000,0,4,0.5,True,False,False,False,False,835740,False
Cyber Fight,2018-04-12,2018,4,Cosmicdev,Adventure;Indie,0.9,0-20000,0,23,0.435,True,False,False,False,False,835760,False
Above the Fold,2018-12-03,2018,12,Rasmus Rasmussen,Indie;Simulation;Strategy;Early Access,12.53,0-20000,0,10,0.6,True,True,False,False,False,835910,False
BARRAGE / 铁幕,2018-04-18,2018,4,Archetype Edge LTD.,Action;Indie,4.55,0-20000,0,27,0.815,True,False,False,False,False,836080,False
Time Tenshi Paradox: Episode 2,2018-04-13,2018,4,Silver Cow Studio,Adventure;Indie;Simulation,2.38,0-20000,0,16,0.625,True,False,False,False,False,836110,False
Hard Way To Heaven,2018-04-20,2018,4,Nagy Zoltán,Indie,5.46,0-20000,0,3,1.0,True,False,False,False,False,836120,False
Heavy Blade,2018-05-28,2018,5,Egerter Software,Violent;Gore;Action;Indie;RPG,8.2,0-20000,0,2,0.5,True,False,False,False,False,836230,False
Call of Bitcoin,2018-04-23,2018,4,peevasseeq games,Action;Adventure;Casual;Indie,0.9,0-20000,0,47,0.617,True,False,False,False,False,836260,False
Dynamite Bunny: Catch The Carrot,2018-04-27,2018,4,Majao Games,Action;Casual;Indie,5.46,0-20000,0,5,1.0,True,False,False,False,False,836280,False
Achievement Lurker: Ballad of the Shimapan Warrior - King of Panties,2018-06-19,2018,6,Perverse Games,Adventure;Indie;RPG,1.93,0-20000,0,4,1.0,True,False,False,False,False,836290,False
Humble Pie,2018-05-08,2018,5,"Ethan Stickley, Kevin K. Shah, Kevin Leekley",Action;Casual;Indie;Simulation,0.9,0-20000,0,6,0.833,True,False,False,False,False,836300,False
The God,2018-05-18,2018,5,Struct9,Casual;Indie;Simulation,11.73,0-20000,0,20,0.65,True,False,False,False,False,836330,False
Heartbreak High: A Break-Up Simulator,2018-05-21,2018,5,Good Bit;Alec Robbins,Casual;Indie;Simulation,4.55,0-20000,0,17,0.882,True,False,False,False,False,836350,False
